,Loss func,Func params,Num observations,Learn rate,Init w1,Init w2,Init bias,break good,break bad,Num iterations,w1 delta,w2 delta,bias delta,loss / num obs,loss,w1,w2,bias
692,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,-10.0,True,False,6355,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
693,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,-0.1,True,False,5273,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
694,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,0.1,True,False,5233,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
695,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,10.0,True,False,4939,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
696,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,0.1,-10.0,True,False,6355,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
697,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,0.1,-0.1,True,False,5273,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
698,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,0.1,0.1,True,False,5233,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
699,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,0.1,10.0,True,False,4939,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
700,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,10.0,-10.0,True,False,6357,-0.001,-0.004,0.038,0.485,484.946,2.001,-2.996,4.962
701,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,10.0,-0.1,True,False,5277,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
702,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,10.0,0.1,True,False,5237,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
703,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,10.0,10.0,True,False,4935,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
704,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
705,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,-0.1,True,False,683,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
706,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,0.1,True,False,679,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
707,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,10.0,True,False,542,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
708,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
709,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,-0.1,True,False,683,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
710,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,0.1,True,False,679,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
711,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,10.0,True,False,542,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
712,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
713,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,-0.1,True,False,683,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
714,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,0.1,True,False,679,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
715,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,10.0,True,False,542,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
716,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
717,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,-0.1,True,False,683,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
718,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,0.1,True,False,679,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
719,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,10.0,True,False,542,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
720,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
721,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
722,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
723,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
724,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
725,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
726,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
727,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.166,2.002,-2.996,5.009
728,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
729,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
730,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
731,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.166,2.002,-2.996,5.009
732,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
733,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,-0.1,True,False,683,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
734,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,0.1,True,False,679,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
735,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,10.0,True,False,542,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
736,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
737,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
738,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
739,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
740,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
741,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
742,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
743,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.166,2.002,-2.996,5.009
744,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
745,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,0.1,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
746,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,0.1,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
747,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,0.1,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.166,2.002,-2.996,5.009
748,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
749,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,10.0,-0.1,True,False,683,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
750,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,10.0,0.1,True,False,679,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
751,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,0.1,10.0,10.0,True,False,542,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
752,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,-10.0,True,False,789,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
753,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,-0.1,True,False,681,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
754,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,0.1,True,False,677,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
755,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,10.0,True,False,544,-0.002,-0.004,-0.009,0.484,484.166,2.002,-2.996,5.009
756,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
757,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
758,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
759,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
760,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,0.1,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
761,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,0.1,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
762,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,0.1,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
763,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,0.1,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
764,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,10.0,-10.0,True,False,790,-0.002,-0.004,0.018,0.484,484.462,2.002,-2.996,4.982
765,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,10.0,-0.1,True,False,682,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
766,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,10.0,0.1,True,False,678,-0.002,-0.004,0.018,0.484,484.463,2.002,-2.996,4.982
767,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-05,10.0,10.0,10.0,True,False,543,-0.002,-0.004,-0.009,0.484,484.167,2.002,-2.996,5.009
768,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,-10.0,False,False,9999,0.003,0.01,5.532,5.524,55244.164,1.997,-3.01,-0.532
769,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,-0.1,False,False,9999,0.001,0.002,1.889,1.882,18822.469,1.999,-3.002,3.111
770,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,0.1,False,False,9999,0.0,0.002,1.816,1.809,18086.677,2.0,-3.002,3.184
771,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,10.0,False,False,9999,-0.002,-0.006,-1.827,1.834,18335.019,2.002,-2.994,6.827
772,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,-10.0,False,False,9999,0.003,0.01,5.524,5.516,55164.451,1.997,-3.01,-0.524
773,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,-0.1,False,False,9999,0.0,0.002,1.881,1.874,18742.755,2.0,-3.002,3.119
774,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,0.1,False,False,9999,0.0,0.002,1.808,1.801,18006.963,2.0,-3.002,3.192
775,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,10.0,False,False,9999,-0.002,-0.006,-1.835,1.841,18414.732,2.002,-2.994,6.835
776,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,-10.0,False,False,9999,0.003,0.01,5.523,5.516,55162.841,1.997,-3.01,-0.523
777,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,-0.1,False,False,9999,0.0,0.002,1.881,1.874,18741.145,2.0,-3.002,3.119
778,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,0.1,False,False,9999,0.0,0.002,1.807,1.801,18005.353,2.0,-3.002,3.193
779,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,10.0,False,False,9999,-0.002,-0.006,-1.835,1.842,18416.342,2.002,-2.994,6.835
780,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,-10.0,False,False,9999,0.003,0.01,5.516,5.508,55083.127,1.997,-3.01,-0.516
781,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,-0.1,False,False,9999,0.0,0.002,1.873,1.866,18661.431,2.0,-3.002,3.127
782,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,0.1,False,False,9999,0.0,0.002,1.8,1.793,17925.64,2.0,-3.002,3.2
783,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,10.0,False,False,9999,-0.002,-0.006,-1.843,1.85,18496.056,2.002,-2.994,6.843
784,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,-10.0,False,False,9999,0.003,0.01,5.529,5.522,55220.636,1.997,-3.01,-0.529
785,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,-0.1,False,False,9999,0.001,0.002,1.887,1.88,18798.94,1.999,-3.002,3.113
786,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,0.1,False,False,9999,0.0,0.002,1.813,1.806,18063.148,2.0,-3.002,3.187
787,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,10.0,False,False,9999,-0.002,-0.006,-1.829,1.836,18358.547,2.002,-2.994,6.829
788,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,-10.0,False,False,9999,0.003,0.01,5.521,5.514,55140.922,1.997,-3.01,-0.521
789,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,-0.1,False,False,9999,0.0,0.002,1.879,1.872,18719.227,2.0,-3.002,3.121
790,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,0.1,False,False,9999,0.0,0.002,1.805,1.798,17983.435,2.0,-3.002,3.195
791,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,10.0,False,False,9999,-0.002,-0.006,-1.837,1.844,18438.261,2.002,-2.994,6.837
792,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,0.1,-10.0,False,False,9999,0.003,0.01,5.521,5.514,55139.312,1.997,-3.01,-0.521
793,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,0.1,-0.1,False,False,9999,0.0,0.002,1.879,1.872,18717.616,2.0,-3.002,3.121
794,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,0.1,0.1,False,False,9999,0.0,0.002,1.805,1.798,17981.824,2.0,-3.002,3.195
795,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,0.1,10.0,False,False,9999,-0.002,-0.006,-1.837,1.844,18439.871,2.002,-2.994,6.837
796,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,10.0,-10.0,False,False,9999,0.003,0.01,5.513,5.506,55059.598,1.997,-3.01,-0.513
797,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,10.0,-0.1,False,False,9999,0.0,0.002,1.871,1.864,18637.903,2.0,-3.002,3.129
798,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,10.0,0.1,False,False,9999,0.0,0.002,1.797,1.79,17902.111,2.0,-3.002,3.203
799,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,-0.1,10.0,10.0,False,False,9999,-0.002,-0.006,-1.845,1.852,18519.585,2.002,-2.994,6.845
800,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-10.0,-10.0,False,False,9999,0.003,0.01,5.529,5.522,55220.16,1.997,-3.01,-0.529
801,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-10.0,-0.1,False,False,9999,0.001,0.002,1.887,1.88,18798.465,1.999,-3.002,3.113
802,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-10.0,0.1,False,False,9999,0.0,0.002,1.813,1.806,18062.673,2.0,-3.002,3.187
803,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-10.0,10.0,False,False,9999,-0.002,-0.006,-1.829,1.836,18359.023,2.002,-2.994,6.829
804,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-0.1,-10.0,False,False,9999,0.003,0.01,5.521,5.514,55140.447,1.997,-3.01,-0.521
805,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-0.1,-0.1,False,False,9999,0.0,0.002,1.879,1.872,18718.751,2.0,-3.002,3.121
806,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-0.1,0.1,False,False,9999,0.0,0.002,1.805,1.798,17982.959,2.0,-3.002,3.195
807,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,-0.1,10.0,False,False,9999,-0.002,-0.006,-1.837,1.844,18438.736,2.002,-2.994,6.837
808,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,0.1,-10.0,False,False,9999,0.003,0.01,5.521,5.514,55138.837,1.997,-3.01,-0.521
809,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,0.1,-0.1,False,False,9999,0.0,0.002,1.879,1.872,18717.141,2.0,-3.002,3.121
810,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,0.1,0.1,False,False,9999,0.0,0.002,1.805,1.798,17981.349,2.0,-3.002,3.195
811,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,0.1,10.0,False,False,9999,-0.002,-0.006,-1.837,1.844,18440.347,2.002,-2.994,6.837
812,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,10.0,-10.0,False,False,9999,0.003,0.01,5.513,5.506,55059.123,1.997,-3.01,-0.513
813,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,10.0,-0.1,False,False,9999,0.0,0.002,1.871,1.864,18637.427,2.0,-3.002,3.129
814,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,10.0,0.1,False,False,9999,0.0,0.002,1.797,1.79,17901.636,2.0,-3.002,3.203
815,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,0.1,10.0,10.0,False,False,9999,-0.002,-0.006,-1.845,1.852,18520.06,2.002,-2.994,6.845
816,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-10.0,-10.0,False,False,9999,0.003,0.01,5.527,5.52,55196.632,1.997,-3.01,-0.527
817,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-10.0,-0.1,False,False,9999,0.0,0.002,1.884,1.877,18774.936,2.0,-3.002,3.116
818,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-10.0,0.1,False,False,9999,0.0,0.002,1.811,1.804,18039.144,2.0,-3.002,3.189
819,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-10.0,10.0,False,False,9999,-0.002,-0.006,-1.832,1.838,18382.551,2.002,-2.994,6.832
820,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-0.1,-10.0,False,False,9999,0.003,0.01,5.519,5.512,55116.918,1.997,-3.01,-0.519
821,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-0.1,-0.1,False,False,9999,0.0,0.002,1.876,1.87,18695.223,2.0,-3.002,3.124
822,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-0.1,0.1,False,False,9999,0.0,0.002,1.803,1.796,17959.431,2.0,-3.002,3.197
823,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,-0.1,10.0,False,False,9999,-0.002,-0.006,-1.84,1.846,18462.265,2.002,-2.994,6.84
824,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,0.1,-10.0,False,False,9999,0.003,0.01,5.519,5.512,55115.308,1.997,-3.01,-0.519
825,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,0.1,-0.1,False,False,9999,0.0,0.002,1.876,1.869,18693.612,2.0,-3.002,3.124
826,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,0.1,0.1,False,False,9999,0.0,0.002,1.803,1.796,17957.82,2.0,-3.002,3.197
827,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,0.1,10.0,False,False,9999,-0.002,-0.006,-1.84,1.846,18463.875,2.002,-2.994,6.84
828,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,10.0,-10.0,False,False,9999,0.003,0.01,5.511,5.504,55035.594,1.997,-3.01,-0.511
829,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,10.0,-0.1,False,False,9999,0.0,0.002,1.868,1.861,18613.899,2.0,-3.002,3.132
830,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,10.0,0.1,False,False,9999,0.0,0.002,1.795,1.788,17878.107,2.0,-3.002,3.205
831,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-08,10.0,10.0,10.0,False,False,9999,-0.002,-0.006,-1.848,1.854,18543.589,2.002,-2.994,6.848
832,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",10000,1e-07,-10.0,-10.0,-10.0,True,False,7181,-0.001,-0.002,0.018,0.498,4976.785,2.001,-2.998,4.982
