,Loss func,Func params,Num observations,Learn rate,Init w1,Init w2,Init bias,break good,break bad,Num iterations,w1 delta,w2 delta,bias delta,loss / num obs,loss,w1,w2,bias
1126,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,-0.1,0.1,False,False,9999,-0.014,0.004,-4.437,10.054,10053.95,13.014,6.996,-7.563
1127,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,-0.1,10.0,False,False,9999,-0.024,0.011,-8.08,32.895,32894.733,13.024,6.989,-3.92
1128,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,0.1,-10.0,False,False,9999,-0.004,-0.003,-0.72,0.426,426.316,13.004,7.003,-11.28
1129,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,0.1,-0.1,False,False,9999,-0.014,0.004,-4.363,9.729,9728.65,13.014,6.996,-7.637
1130,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,0.1,0.1,False,False,9999,-0.014,0.004,-4.437,10.053,10053.323,13.014,6.996,-7.563
1131,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,0.1,10.0,False,False,9999,-0.024,0.011,-8.08,32.894,32893.593,13.024,6.989,-3.92
1132,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,10.0,-10.0,False,False,9999,-0.004,-0.003,-0.713,0.421,421.233,13.004,7.003,-11.287
1133,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,10.0,-0.1,False,False,9999,-0.014,0.004,-4.356,9.698,9698.162,13.014,6.996,-7.644
1134,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,10.0,0.1,False,False,9999,-0.014,0.004,-4.43,10.022,10022.322,13.014,6.996,-7.57
1135,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,0.1,10.0,10.0,False,False,9999,-0.024,0.011,-8.073,32.837,32837.187,13.024,6.989,-3.927
1136,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-10.0,-10.0,False,False,9999,-0.004,-0.003,-0.737,0.439,438.992,13.004,7.003,-11.263
1137,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-10.0,-0.1,False,False,9999,-0.014,0.004,-4.38,9.804,9803.664,13.014,6.996,-7.62
1138,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-10.0,0.1,False,False,9999,-0.014,0.005,-4.454,10.13,10129.596,13.014,6.995,-7.546
1139,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-10.0,10.0,False,False,9999,-0.024,0.011,-8.097,33.032,33032.203,13.024,6.989,-3.903
1140,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-0.1,-10.0,False,False,9999,-0.004,-0.003,-0.73,0.434,433.791,13.004,7.003,-11.27
1141,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-0.1,-0.1,False,False,9999,-0.014,0.004,-4.373,9.773,9773.056,13.014,6.996,-7.627
1142,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-0.1,0.1,False,False,9999,-0.014,0.005,-4.447,10.098,10098.475,13.014,6.995,-7.553
1143,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,-0.1,10.0,False,False,9999,-0.024,0.011,-8.09,32.976,32975.677,13.024,6.989,-3.91
1144,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,0.1,-10.0,False,False,9999,-0.004,-0.003,-0.73,0.434,433.686,13.004,7.003,-11.27
1145,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,0.1,-0.1,False,False,9999,-0.014,0.004,-4.373,9.772,9772.439,13.014,6.996,-7.627
1146,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,0.1,0.1,False,False,9999,-0.014,0.005,-4.447,10.098,10097.847,13.014,6.995,-7.553
1147,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,0.1,10.0,False,False,9999,-0.024,0.011,-8.09,32.975,32974.536,13.024,6.989,-3.91
1148,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,10.0,-10.0,False,False,9999,-0.004,-0.003,-0.723,0.429,428.534,13.004,7.003,-11.277
1149,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,10.0,-0.1,False,False,9999,-0.014,0.004,-4.366,9.742,9741.881,13.014,6.996,-7.634
1150,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,10.0,0.1,False,False,9999,-0.014,0.004,-4.44,10.067,10066.776,13.014,6.996,-7.56
1151,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-07,10.0,10.0,10.0,False,False,9999,-0.024,0.011,-8.083,32.918,32918.06,13.024,6.989,-3.917
1152,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-10.0,-10.0,True,False,4138,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1153,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-10.0,-0.1,True,False,5929,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1154,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-10.0,0.1,True,False,5946,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1155,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-10.0,10.0,True,False,6544,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1156,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-0.1,-10.0,True,False,4128,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1157,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-0.1,-0.1,True,False,5927,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1158,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-0.1,0.1,True,False,5944,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1159,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,-0.1,10.0,True,False,6543,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1160,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,0.1,-10.0,True,False,4128,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1161,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,0.1,-0.1,True,False,5927,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1162,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,0.1,0.1,True,False,5944,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1163,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,0.1,10.0,True,False,6543,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1164,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,10.0,-10.0,True,False,4119,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1165,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,10.0,-0.1,True,False,5926,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1166,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,10.0,0.1,True,False,5942,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1167,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-10.0,10.0,10.0,True,False,6542,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1168,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-10.0,-10.0,True,False,4152,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1169,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-10.0,-0.1,True,False,5931,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1170,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-10.0,0.1,True,False,5948,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1171,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-10.0,10.0,True,False,6545,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1172,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-0.1,-10.0,True,False,4142,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1173,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-0.1,-0.1,True,False,5930,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1174,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-0.1,0.1,True,False,5946,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1175,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,-0.1,10.0,True,False,6544,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1176,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,0.1,-10.0,True,False,4142,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1177,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,0.1,-0.1,True,False,5929,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1178,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,0.1,0.1,True,False,5946,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1179,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,0.1,10.0,True,False,6544,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1180,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,10.0,-10.0,True,False,4132,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1181,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,10.0,-0.1,True,False,5928,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1182,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,10.0,0.1,True,False,5945,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1183,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,-0.1,10.0,10.0,True,False,6543,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1184,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-10.0,-10.0,True,False,4152,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1185,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-10.0,-0.1,True,False,5931,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1186,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-10.0,0.1,True,False,5948,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1187,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-10.0,10.0,True,False,6545,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1188,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-0.1,-10.0,True,False,4142,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1189,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-0.1,-0.1,True,False,5930,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1190,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-0.1,0.1,True,False,5946,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1191,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,-0.1,10.0,True,False,6544,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1192,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,0.1,-10.0,True,False,4142,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1193,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,0.1,-0.1,True,False,5930,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1194,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,0.1,0.1,True,False,5946,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1195,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,0.1,10.0,True,False,6544,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1196,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,10.0,-10.0,True,False,4133,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1197,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,10.0,-0.1,True,False,5928,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1198,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,10.0,0.1,True,False,5945,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1199,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,0.1,10.0,10.0,True,False,6543,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1200,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-10.0,-10.0,True,False,4165,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1201,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-10.0,-0.1,True,False,5933,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1202,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-10.0,0.1,True,False,5950,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1203,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-10.0,10.0,True,False,6546,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1204,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-0.1,-10.0,True,False,4156,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1205,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-0.1,-0.1,True,False,5932,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1206,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-0.1,0.1,True,False,5948,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1207,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,-0.1,10.0,True,False,6546,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1208,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,0.1,-10.0,True,False,4156,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1209,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,0.1,-0.1,True,False,5932,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1210,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,0.1,0.1,True,False,5948,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1211,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,0.1,10.0,True,False,6546,-0.002,-0.004,-0.019,0.159,158.723,13.002,7.004,-11.981
1212,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,10.0,-10.0,True,False,4146,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1213,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,10.0,-0.1,True,False,5930,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1214,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,10.0,0.1,True,False,5947,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1215,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-06,10.0,10.0,10.0,True,False,6545,-0.002,-0.004,-0.019,0.159,158.724,13.002,7.004,-11.981
1216,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-10.0,-10.0,True,False,528,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1217,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1218,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-10.0,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1219,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-10.0,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1220,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-0.1,-10.0,True,False,527,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1221,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-0.1,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1222,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-0.1,0.1,True,False,707,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1223,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,-0.1,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1224,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,0.1,-10.0,True,False,527,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1225,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,0.1,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1226,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,0.1,0.1,True,False,707,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1227,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,0.1,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1228,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,10.0,-10.0,True,False,526,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1229,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1230,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,10.0,0.1,True,False,707,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1231,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-10.0,10.0,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1232,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,-10.0,True,False,529,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1233,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1234,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1235,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1236,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,-10.0,True,False,528,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1237,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1238,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1239,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1240,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,-10.0,True,False,528,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1241,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1242,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1243,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1244,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,-10.0,True,False,527,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1245,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1246,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,0.1,True,False,707,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1247,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1248,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,-10.0,True,False,529,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1249,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1250,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1251,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1252,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,-10.0,True,False,528,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1253,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1254,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1255,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1256,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,0.1,-10.0,True,False,528,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1257,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,0.1,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1258,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,0.1,0.1,True,False,708,-0.002,-0.004,0.002,0.158,158.273,13.002,7.004,-12.002
1259,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,0.1,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1260,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,10.0,-10.0,True,False,527,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1261,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1262,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,10.0,0.1,True,False,707,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1263,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,0.1,10.0,10.0,True,False,767,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1264,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,10.0,-10.0,-10.0,True,False,530,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
1265,<function <lambda> at 0x000001AC530CC378>,"[13, 7, -12]",1000,1e-05,10.0,-10.0,-0.1,True,False,706,-0.002,-0.004,0.002,0.158,158.274,13.002,7.004,-12.002
